2015-01-12,FAST,965,2597,180,241,548,2176
2015-01-12,FDX,34,1414,136,1776,421,2753
2015-01-12,FDX,671,51,308,356,1514,122
2015-01-12,FIS,0,0,495,111
2015-01-12,FIS,,83,301,191
2015-01-12,FITB,0,244,305,644,5975,3298
2015-01-12,FITB,3338,7654,850,75,486,5013
2015-01-12,FSLR,82,73,534,133,154,701
2015-01-12,FSLR,122,295,261,2284,280,4043
2015-01-12,FE,1086,1065,3349,1870,3198,626
2015-01-12,FE,379,1532,1273,426,939,709
2015-01-12,FISV,6,162,50
2015-01-12,FISV,,50,0,103
2015-01-12,FLIR,1,10,10,54,223,163
2015-01-12,FLIR,352,338,109,3,22,60
2015-01-12,FLS,0,31,595,468,1459
2015-01-12,FLS,419,430,153,11,15,447
2015-01-12,FLR,0,10,44,0,0,14
2015-01-12,FLR,68,35,660,749,35,570
2015-01-12,FMC,0,13,242,1454,201,2430
2015-01-12,FMC,292,168,449,0,51,263
2015-01-12,FTI,2,2,13,63,58,163
2015-01-12,FTI,127,234,40,10,13,13
2015-01-12,F,29643,1777,160697,6652,88648,7390
2015-01-12,F,2234,35820,146,29623,4294,145639
2015-01-12,FOSL,197,124,148,0,0,0
2015-01-12,FOSL,54,134,926,630,0,3
2015-01-12,BEN,28,61,266,1207,1001,1324
2015-01-12,BEN,1242,1113,89,1174,9052,9040
2015-01-12,FCX,3795,901,3865,4074,6813,626
2015-01-12,FCX,812,15843,60,13634,822,2427
2015-01-12,FTR,2193,607,119,15190,179,0
2015-01-12,FTR,1894,0,0,4420,17917,201
2015-01-12,GME,162,225,368,854,901,3994
2015-01-12,GME,5179,2158,19285,705,19229,580
2015-01-12,GCI,46,49,1690,504,1542,617
2015-01-12,GCI,493,283,155,387,219,786
2015-01-12,GPS,3803,154,3107,725,4507,282
2015-01-12,GPS,186,401,28,2100,216,1113
2015-01-12,GRMN,1,55,205,1012,3208,1320
2015-01-12,GRMN,1047,4150,674,912,1307,2678
2015-01-12,GM,5603,70482,2777,44789,6991,67203
2015-01-12,GM,7949,180,22780,2492,62376,981
2015-01-12,GD,553,444,498,565,822,279
2015-01-12,GD,388,117,117,387,354,347
2015-01-12,GE,8357,650,817,10839,5397,91364
2015-01-12,GE,45995,5790,81620,36,21235,6810
2015-01-12,GGP,5499,5592,444,14495,11,12
2015-01-12,GGP,2,0,0,191,142,177
2015-01-12,GIS,34,401,13553,8330,2138,965
2015-01-12,GIS,4995,170,12,3786,4364,1964
2015-01-12,GPC,0,0,102,204
2015-01-12,GPC,127,42,7,
2015-01-12,GNW,543,2128,61,959,526,14188
2015-01-12,GNW,2789,228,6591,152,5088,415
2015-01-12,GILD,1923,29938,1810,4982,2848,1983
2015-01-12,GILD,2151,265,649,987,17867,578
2015-01-12,GS,10356,73,8064,474,8212,954
2015-01-12,GS,588,5656,235,2493,635,2741
2015-01-12,GT,6458,64,13897,611,1565,148
2015-01-12,GT,205,464,215,3513,434,1313
2015-01-12,GOOG,5,346,108,550,138,2484
2015-01-12,GOOG,1402,460,2996,101,1715,268
2015-01-12,GWW,5,72,137,1416,446,514
2015-01-12,GWW,854,80,6,484,1398,371
2015-01-12,HAL,47,479,742,4161,2255,21337
2015-01-12,HAL,1555,394,21695,3515,2001,469
2015-01-12,HOG,87,298,431,1830,873,930
2015-01-12,HOG,979,558,402,734,4107,2067
2015-01-12,HAR,50,59,106,324,461,666
2015-01-12,HAR,1247,138,79,93,1982,1493
2015-01-12,HRS,11,41,144
2015-01-12,HRS,67,55,2
2015-01-12,HIG,1413,47,7883,79,377,142
2015-01-12,HIG,22,134,164,3078,24,705
2015-01-12,HAS,21,58,741,5213,825,973
2015-01-12,HAS,2159,279,34,375,223,2115
2015-01-12,HCP,37,6292,7223,354,15,0
2015-01-12,HCP,209,49,14,1074,901,1254
2015-01-12,HCN,835,1489,387,2,11,4
2015-01-12,HCN,2,0,2,0,0,0
2015-01-12,HP,0,13,150,46,331,451
2015-01-12,HP,733,646,495,241,261,527
2015-01-12,HSY,929,2415,848,1772,427,148
2015-01-12,HSY,63,0,0,653,608,602
2015-01-12,HES,0,225,85,88,51,38
2015-01-12,HES,93,179,17,102,764,187
2015-01-12,HPQ,6,7246,165,9886,2038,3582
2015-01-12,HPQ,1802,236,624,833,2399,244
2015-01-12,HD,213,302,660,2683,646,553
2015-01-12,HD,795,545,205,1021,329,404
2015-01-12,HON,1684,1606,2126,5110,4597,1188
2015-01-12,HON,1097,1559,49,2264,2198,1612
2015-01-12,HRL,48,819,3
2015-01-12,HRL,20,0,348
2015-01-12,HSP,139,334,139,64
2015-01-12,HSP,,81,56,38
2015-01-12,HST,0,15,37,2785,595,0
2015-01-12,HST,189,502,3,1141,2930,396
2015-01-12,HCBK,5,279,12556,229
2015-01-12,HCBK,,3,3234,4352
2015-01-12,HUM,22,23,272,50,19,40
2015-01-12,HUM,14,12,40,1016,1110,111
2015-01-12,HBAN,118,241,10506,2289,9126,0
2015-01-12,HBAN,186,13,0,427,2387,2446
2015-01-12,ITW,11,56,138,1002,862,388
2015-01-12,ITW,330,99,1248,346,471,589
2015-01-12,IR,5,164,540,628,835,219
2015-01-12,IR,844,2250,92,238,873,653
2015-01-12,TEG,30
2015-01-12,TEG,2,5
2015-01-12,INTC,393,30552,2726,88115,8185,24911
2015-01-12,INTC,20453,774,4706,3527,11072,3682
2015-01-12,ICE,7,70,107,1186,4183,186
2015-01-12,ICE,918,244,16,79,292,487
2015-01-12,IBM,1277,260,2468,1071,7491,2752
2015-01-12,IBM,1459,10053,871,17920,1054,7736
2015-01-12,IFF,6,47,20,3
2015-01-12,IFF,,10,156,115
2015-01-12,IP,261,11920,161,69,640,172
2015-01-12,IP,107,46,305,525,1644,164
2015-01-12,IPG,679,1446,15886,1214,108,136
2015-01-12,IPG,193,60,0,1915,881,630
2015-01-12,INTU,30,702,2057,1513,795,294
2015-01-12,INTU,657,312,218,486,626,1009
2015-01-12,ISRG,268,67,358,27,128,40
2015-01-12,ISRG,38,49,65,129,27,68
2015-01-12,IVZ,19,31,103,164,385,2305
2015-01-12,IVZ,635,378,316,153,31,199
2015-01-12,IRM,0,108,284,1101,352,265
2015-01-12,IRM,63,1,0,1096,837,98
2015-01-12,JBL,362,4095,1360,2521,667,326
2015-01-12,JBL,515,5,27,289,2604,576
2015-01-12,JEC,11,22,338,334,166
2015-01-12,JEC,645,214,288,13,255,250
2015-01-12,JNJ,708,611,476,61383,2472,747
2015-01-12,JNJ,39801,264,174,7207,3330,1872
2015-01-12,JCI,248,2068,910,873,994,813
2015-01-12,JCI,412,2528,1048,352,1308,506
2015-01-12,JPM,2061,238,497,1353,1389,78605
2015-01-12,JPM,1270,2849,41928,30030,3304,1008
2015-01-12,JNPR,3454,109,6936,730,5262,1105
2015-01-12,JNPR,1625,2500,32,2681,765,7276
2015-01-12,KSU,4,6,12,6,243,16
2015-01-12,KSU,9,76,6,12,62,0
2015-01-12,K,127,2497,5494,3727,2037,3703
2015-01-12,K,536,68,42,3937,1634,9578
2015-01-12,GMCR,125,146,108,140,1188,149
2015-01-12,GMCR,173,1350,160,78,203,709
2015-01-12,KEY,2004,18,2316,2993,6678,6909
2015-01-12,KEY,12309,2845,254,1798,466,4650
2015-01-12,KMB,10,61,2128,808,64,48
2015-01-12,KMB,28,10,12,326,3411,336
2015-01-12,KIM,0,25,1133,51
2015-01-12,KIM,,38,169,1217
2015-01-12,KMI,47,1673,2501,4136,95564,3654
2015-01-12,KMI,3814,6934,127,7989,897,2981
2015-01-12,KLAC,2018,21,530,129,903,282
2015-01-12,KLAC,308,413,1075,718,848,1137
2015-01-12,KSS,1850,3522,5534,5214,2667,376
2015-01-12,KSS,369,297,54,2270,2724,879
2015-01-12,KRFT,36,159,3811,4037,301,272
2015-01-12,KRFT,785,77,2,6620,1089,1077
2015-01-12,KR,2023,2463,839,552,7
2015-01-12,KR,,970,1075,336
2015-01-12,LB,404,845,6549,3284,1287,119
2015-01-12,LB,1102,5,0,794,1089,1597
2015-01-12,LLL,760,747,1020,573,40,73
2015-01-12,LLL,349,10,0,271,1303,423
2015-01-12,LH,2098,152,758,7
2015-01-12,LH,,669,29,0
2015-01-12,LRCX,2303,151,532,2657,917,960
2015-01-12,LRCX,610,447,365,1924,948,747
2015-01-12,LM,62,426,5
2015-01-12,LM,267,0,124
2015-01-12,LEG,9,0,60
2015-01-12,LEG,22,7609,10165
2015-01-12,LEN,2613,1097,1589,1078,6661,1872
2015-01-12,LEN,221,277,187,551,418,412
2015-01-12,LUK,219,1386,233,10
2015-01-12,LUK,917,318,51,
2015-01-12,LLY,25,3,62,215,7120,288
2015-01-12,LLY,94,1283,79,437,233,47
2015-01-12,LNC,59,257,598,1841,1596,2555
2015-01-12,LNC,873,419,251,212,1748,266
2015-01-12,LLTC,676,546,1233,982,1574,2941
2015-01-12,LLTC,4070,4007,343,407,2210,693
2015-01-12,LMT,929,991,1187,1346,586,292
2015-01-12,LMT,169,31,0,848,1546,819
2015-01-12,L,17,43
2015-01-12,L,3,1
2015-01-12,LO,1332,38,257,222,5,3360
2015-01-12,LO,109,0,468,589,50,301
2015-01-12,LOW,6832,4576,3143,2541,252,0
2015-01-12,LOW,296,110,0,1240,1764,1411
2015-01-12,LYB,94,172,3055,2109,3525,2650
2015-01-12,LYB,1306,2592,1325,3140,1237,8685
